OGLE-LMC-CEP-0077,1,46:56.5,-68:07:42.8,14.954,2.9660163,0.000014,LMC532.16.11955,
OGLE-LMC-CEP-0078,F,47:01.0,-70:05:52.5,14.316,7.3826504,0.0000224,LMC530.31.12086,
OGLE-LMC-CEP-0079,F,47:06.9,-69:17:39.5,13.103,22.5437817,0.0002185,LMC531.24.889D,
OGLE-LMC-CEP-0080,1,47:11.1,-67:40:02.8,14.87,3.4203322,0.0000194,LMC540.09.23,
OGLE-LMC-CEP-0081,12,47:13.4,-66:39:01.5,17.105,0.5360222,0.0000006,LMC541.02.5674,
OGLE-LMC-CEP-0082,1,47:14.9,-69:59:47.4,14.153,4.930735,0.000053,LMC530.31.5262,
OGLE-LMC-CEP-0083,F1,47:16.3,-69:51:01.8,17.594,0.580554,0.0000048,LMC531.07.267,
OGLE-LMC-CEP-0084,1,47:20.0,-69:29:12.9,14.745,3.4993228,0.0000178,LMC531.15.2911,
OGLE-LMC-CEP-0085,1,47:20.1,-69:56:42.0,14.851,3.0301025,0.0000136,LMC530.31.8013,
OGLE-LMC-CEP-0086,1,47:22.8,-69:26:10.1,15.49,2.0407738,0.0000066,LMC531.15.6891,secondary period 1.270830 d
OGLE-LMC-CEP-0087,F,47:24.2,-69:43:19.1,15.213,3.5902086,0.0000039,LMC531.07.13234,
OGLE-LMC-CEP-0088,1,47:31.0,-69:30:47.9,15.362,2.045494,0.0000057,LMC531.15.2919,
OGLE-LMC-CEP-0089,F,47:31.1,-68:55:28.7,15.194,4.6938588,0.0000172,LMC531.32.14,
OGLE-LMC-CEP-0090,F,47:44.7,-70:12:07.2,15.132,4.0004649,0.0000067,LMC530.31.8,
OGLE-LMC-CEP-0091,F,47:46.1,-68:19:49.5,15.349,3.5989553,0.0000065,LMC532.16.42,
OGLE-LMC-CEP-0092,1,47:47.6,-67:51:57.9,15.618,1.6208589,0.0000037,LMC532.25.10822,
OGLE-LMC-CEP-0093,1,47:57.8,-70:19:33.5,15.571,2.1697478,0.0000094,LMC530.23.7497,secondary period 1.353821 d
OGLE-LMC-CEP-0094,F,48:00.9,-69:19:14.8,16.009,3.2127688,0.0000334,LMC531.14.4803D,
OGLE-LMC-CEP-0095,F,48:02.0,-67:48:29.3,15.476,2.7749337,0.0000045,LMC540.01.9387,
OGLE-LMC-CEP-0096,1,48:04.3,-69:18:25.9,14.55,4.3379802,0.0000538,LMC531.14.29341,
OGLE-LMC-CEP-0097,1,48:26.7,-67:32:47.1,14.399,3.9934311,0.0000271,LMC532.32.10252,
OGLE-LMC-CEP-0098,1,48:29.1,-70:28:43.3,16.661,1.001248,0.0000019,LMC530.22.172,
OGLE-LMC-CEP-0099,1,48:30.9,-68:33:43.0,16.36,1.0930677,0.0000018,LMC532.07.15677,
OGLE-LMC-CEP-0100,F,48:34.2,-70:10:16.3,15.455,3.2094086,0.0000038,LMC530.30.12408,
OGLE-LMC-CEP-0101,F,48:34.2,-69:20:50.2,14.692,8.1924377,0.0003007,LMC531.14.29333,
OGLE-LMC-CEP-0102,2,48:34.6,-67:31:47.4,16.126,0.839951,0.0000041,LMC532.32.10320,
OGLE-LMC-CEP-0103,F,48:35.6,-67:35:00.0,13.988,7.157278,0.0000251,LMC532.32.10247,
OGLE-LMC-CEP-0104,F,48:45.6,-70:00:21.3,15.434,3.1095464,0.0000035,LMC530.30.17698,
OGLE-LMC-CEP-0105,F,48:48.9,-66:44:02.1,14.944,4.7407405,0.0000121,LMC533.25.43,
OGLE-LMC-CEP-0106,F,48:50.6,-70:14:53.2,15.439,3.2675038,0.0000084,LMC530.22.8863,
OGLE-LMC-CEP-0107,F,48:51.4,-69:21:22.8,13.947,8.7388601,0.000042,LMC531.14.29326,
OGLE-LMC-CEP-0108,F,48:56.1,-68:54:06.7,15.25,3.7476,0.0000128,LMC531.31.18567,
OGLE-LMC-CEP-0109,F,48:56.6,-68:57:12.7,15.823,2.85337,0.0000034,LMC531.31.26,
OGLE-LMC-CEP-0110,1,48:59.0,-70:04:20.0,14.789,2.1200666,0.0000099,LMC530.30.14937,
OGLE-LMC-CEP-0111,F,49:04.2,-69:18:02.4,16.284,1.6128624,0.0000019,LMC531.23.25,
OGLE-LMC-CEP-0112,F1,49:10.2,-67:51:53.3,16.208,1.8946075,0.0000113,LMC532.24.6101,
OGLE-LMC-CEP-0113,1,49:11.2,-68:54:29.4,15.8,1.8383406,0.0000055,LMC531.31.3629,
OGLE-LMC-CEP-0114,F,49:12.5,-69:09:39.7,13.792,10.371999,0.0000699,LMC531.23.4174,
OGLE-LMC-CEP-0115,1,49:13.0,-70:09:20.4,15.191,2.5151341,0.0000104,LMC530.30.7,
OGLE-LMC-CEP-0116,F,49:13.4,-70:08:59.8,15.353,3.4150618,0.0000048,LMC530.30.9,
OGLE-LMC-CEP-0117,1,49:15.9,-68:07:59.2,15.465,1.8851485,0.0000041,LMC532.15.9508,
OGLE-LMC-CEP-0118,1,49:16.2,-69:20:19.4,15.711,1.998868,0.0000068,LMC531.14.12871,
OGLE-LMC-CEP-0119,1,49:17.0,-69:12:24.9,15.508,2.2091215,0.0000083,LMC531.23.4186,
OGLE-LMC-CEP-0120,1,49:19.2,-68:28:28.2,17.014,0.7471345,0.0000013,LMC532.07.6820,
OGLE-LMC-CEP-0121,1,49:20.2,-69:56:58.2,14.693,3.5330125,0.0000241,LMC530.30.9450,
OGLE-LMC-CEP-0122,F,49:21.0,-67:52:18.3,16.652,1.2929953,0.000001,LMC532.24.6143,
OGLE-LMC-CEP-0123,F,49:22.4,-69:09:01.8,14.904,6.8885387,0.0000261,LMC531.23.8890,
OGLE-LMC-CEP-0124,1,49:25.3,-69:07:50.4,15.923,1.515221,0.0000023,LMC531.23.8917,
OGLE-LMC-CEP-0125,1,49:32.1,-67:47:37.0,14.871,2.7162844,0.0000092,LMC532.24.9121,
OGLE-LMC-CEP-0126,F,49:34.0,-66:58:33.0,14.375,7.6992572,0.0001043,LMC533.15.8027,
OGLE-LMC-CEP-0127,1,49:36.0,-70:37:11.5,15.205,2.2385252,0.0000051,LMC530.13.7811,
OGLE-LMC-CEP-0128,F,49:41.7,-70:37:38.1,15.246,3.8457511,0.0000065,LMC530.13.7809,
OGLE-LMC-CEP-0129,1,49:44.0,-69:35:55.4,15.506,1.9095938,0.0000254,LMC531.13.368D,
OGLE-LMC-CEP-0130,F,49:44.1,-69:12:54.8,16.535,3.4120477,0.0000292,LMC531.23.379D,
OGLE-LMC-CEP-0131,F,49:45.0,-68:52:48.0,15.661,2.869498,0.0000083,LMC531.31.3618,
OGLE-LMC-CEP-0132,F,49:45.7,-69:04:22.7,15.71,3.0610615,0.0000288,LMC531.23.3465D,
OGLE-LMC-CEP-0133,1,49:46.7,-66:55:42.3,15.863,1.3839965,0.0000024,LMC533.15.8096,secondary period 0.845056 d
OGLE-LMC-CEP-0134,1,49:51.2,-70:36:53.0,14.828,3.2425557,0.0000214,LMC530.13.7813,
OGLE-LMC-CEP-0135,2,49:53.1,-68:58:14.8,16.703,0.5894102,0.000005,LMC531.30.20812,
OGLE-LMC-CEP-0136,12,49:53.5,-69:09:00.0,16.156,1.4401088,0.0000047,LMC531.22.28676,
OGLE-LMC-CEP-0137,F,49:53.8,-69:45:16.4,-99.99,27.1006309,0.0007566,-99.99,
OGLE-LMC-CEP-0138,F,49:55.6,-68:54:54.4,15.946,2.3754308,0.000004,LMC531.30.20803,
OGLE-LMC-CEP-0139,F,49:57.1,-69:07:38.0,14.142,9.7736415,0.0000592,LMC531.22.28659,
OGLE-LMC-CEP-0140,F,49:57.6,-67:41:37.6,15.722,2.4202552,0.0000022,LMC532.31.11514,
OGLE-LMC-CEP-0141,1,49:58.1,-67:57:03.3,15.322,1.876473,0.0000048,LMC532.23.17289,
OGLE-LMC-CEP-0142,F,49:59.7,-69:47:06.3,15.33,3.771962,0.0000219,LMC531.05.26018,
OGLE-LMC-CEP-0143,1,50:00.0,-67:55:28.6,15.986,1.4335438,0.0000037,LMC532.23.17316,
OGLE-LMC-CEP-0144,1,50:00.5,-66:43:54.1,13.705,4.6189842,0.0000499,LMC533.24.13,
OGLE-LMC-CEP-0145,1,50:01.5,-68:35:16.2,15.317,2.5170278,0.0000078,LMC532.06.21510,secondary period 1.537832 d
OGLE-LMC-CEP-0146,12,50:02.6,-67:31:28.0,16.306,0.8840549,0.0000023,LMC532.31.17426,
OGLE-LMC-CEP-0147,F,50:03.2,-68:15:34.9,-99.99,22.2630923,0.0037557,-99.99,
OGLE-LMC-CEP-0148,1,50:04.2,-70:37:14.8,14.291,4.6457612,0.0000347,LMC530.12.12802,
OGLE-LMC-CEP-0149,F,50:09.6,-69:39:39.7,15.696,3.0792302,0.0000058,LMC531.05.37454,
OGLE-LMC-CEP-0150,1,50:09.7,-70:30:53.9,15.528,1.7669312,0.0000031,LMC530.21.11407,
OGLE-LMC-CEP-0151,F,50:14.3,-68:49:28.1,14.162,9.3645147,0.0000877,LMC531.30.30626,
OGLE-LMC-CEP-0152,F,50:15.6,-68:59:52.9,15.054,3.6938683,0.0000176,LMC531.22.3705D,
OGLE-LMC-CEP-0153,1,50:17.4,-68:47:50.8,15.756,1.9526319,0.0000074,LMC531.30.30638,
OGLE-LMC-CEP-0154,F,50:17.8,-68:53:56.1,15.217,4.1646485,0.0000083,LMC531.30.25077,
OGLE-LMC-CEP-0155,F,50:19.0,-69:43:02.2,13.852,9.8496665,0.0000495,LMC531.05.31431,
OGLE-LMC-CEP-0156,1,50:20.1,-69:19:49.7,15.429,2.2390123,0.0000057,LMC531.13.36282,
OGLE-LMC-CEP-0157,1,50:23.1,-67:11:48.3,15.428,1.7749615,0.0000055,LMC533.07.8187,
OGLE-LMC-CEP-0158,F,50:23.4,-69:09:17.4,14.545,7.2298325,0.0000193,LMC531.22.28656,
OGLE-LMC-CEP-0159,F,50:26.5,-70:33:27.5,14.727,5.4639151,0.0000197,LMC530.12.15023,
OGLE-LMC-CEP-0160,F,50:27.6,-69:07:56.6,14.756,3.2013176,0.0000055,LMC531.22.28658,
OGLE-LMC-CEP-0161,F,50:29.0,-68:06:53.8,15.73,2.1149438,0.000002,LMC532.14.11820,
OGLE-LMC-CEP-0162,F,50:30.8,-69:30:14.9,14.735,5.0243717,0.0000091,LMC531.13.26252,
OGLE-LMC-CEP-0163,F,50:32.7,-68:12:49.6,15.144,3.4413496,0.0000044,LMC532.14.7986,
OGLE-LMC-CEP-0164,F,50:36.0,-68:44:31.2,15.69,2.7808997,0.000004,LMC531.30.35699,
OGLE-LMC-CEP-0165,F,50:37.8,-69:10:26.0,15.491,3.2277115,0.0000046,LMC531.22.23742,
OGLE-LMC-CEP-0166,F,50:38.0,-70:34:31.7,15.361,3.1462898,0.0000044,LMC530.12.15021,
OGLE-LMC-CEP-0167,F,50:42.0,-69:01:53.0,13.568,12.5108516,0.0000736,LMC531.22.15128,
OGLE-LMC-CEP-0168,F,50:43.7,-69:31:44.7,16.253,1.7544103,0.0000024,LMC531.13.4676,
OGLE-LMC-CEP-0169,F,50:48.6,-69:05:07.0,14.774,5.7768046,0.0000154,LMC531.22.9905,
OGLE-LMC-CEP-0170,F,50:49.0,-69:07:04.8,15.417,3.9895888,0.0000052,LMC531.22.9916,
OGLE-LMC-CEP-0171,F,50:50.5,-69:15:22.2,15.439,3.4122045,0.0000054,LMC531.22.25,
OGLE-LMC-CEP-0172,F,50:50.6,-69:05:28.3,15.846,2.5161247,0.0000034,LMC531.22.9961,
